instance,m,rho,position,aircraft_j
airland13,4,1,74,307
airland13,4,1,75,313
airland13,4,1,76,319
airland13,4,1,77,314
airland13,4,1,78,321
airland13,4,1,79,325
airland13,4,1,80,328
airland13,4,1,81,331
airland13,4,1,82,334
airland13,4,1,83,339
airland13,4,1,84,341
airland13,4,1,85,345
airland13,4,1,86,347
airland13,4,1,87,350
airland13,4,1,88,364
airland13,4,1,89,372
airland13,4,1,90,370
airland13,4,1,91,371
airland13,4,1,92,377
airland13,4,1,93,382
airland13,4,1,94,390
airland13,4,1,95,389
airland13,4,1,96,397
airland13,4,1,97,399
airland13,4,1,98,401
airland13,4,1,99,410
airland13,4,1,100,413
airland13,4,1,101,412
airland13,4,1,102,416
airland13,4,1,103,423
airland13,4,1,104,425
airland13,4,1,105,431
airland13,4,1,106,433
airland13,4,1,107,439
airland13,4,1,108,443
airland13,4,1,109,444
airland13,4,1,110,446
airland13,4,1,111,453
airland13,4,1,112,458
airland13,4,1,113,466
airland13,4,1,114,464
airland13,4,1,115,470
airland13,4,1,116,474
airland13,4,1,117,478
airland13,4,1,118,480
airland13,4,1,119,481
airland13,4,1,120,487
airland13,4,1,121,488
airland13,4,1,122,491
airland13,4,2,1,5
airland13,4,2,2,2
airland13,4,2,3,9
airland13,4,2,4,7
airland13,4,2,5,13
airland13,4,2,6,19
airland13,4,2,7,21
airland13,4,2,8,28
airland13,4,2,9,38
airland13,4,2,10,39
airland13,4,2,11,41
airland13,4,2,12,45
airland13,4,2,13,48
airland13,4,2,14,52
airland13,4,2,15,53
airland13,4,2,16,57
airland13,4,2,17,64
airland13,4,2,18,65
airland13,4,2,19,69
airland13,4,2,20,72
airland13,4,2,21,73
airland13,4,2,22,81
airland13,4,2,23,79
airland13,4,2,24,80
airland13,4,2,25,85
airland13,4,2,26,87
airland13,4,2,27,93
airland13,4,2,28,91
airland13,4,2,29,97
airland13,4,2,30,99
airland13,4,2,31,103
airland13,4,2,32,105
airland13,4,2,33,114
airland13,4,2,34,110
airland13,4,2,35,117
airland13,4,2,36,112
airland13,4,2,37,126
airland13,4,2,38,121
airland13,4,2,39,138
airland13,4,2,40,142
airland13,4,2,41,143
airland13,4,2,42,151
airland13,4,2,43,150
airland13,4,2,44,153
airland13,4,2,45,154
airland13,4,2,46,156
airland13,4,2,47,157
airland13,4,2,48,161
airland13,4,2,49,167
airland13,4,2,50,170
airland13,4,2,51,174
airland13,4,2,52,176
airland13,4,2,53,178
airland13,4,2,54,179
airland13,4,2,55,182
airland13,4,2,56,184
airland13,4,2,57,192
airland13,4,2,58,195
airland13,4,2,59,198
airland13,4,2,60,200
airland13,4,2,61,202
airland13,4,2,62,206
airland13,4,2,63,214
airland13,4,2,64,212
airland13,4,2,65,215
airland13,4,2,66,221
airland13,4,2,67,222
airland13,4,2,68,227
airland13,4,2,69,234
airland13,4,2,70,237
airland13,4,2,71,238
airland13,4,2,72,246
airland13,4,2,73,247
airland13,4,2,74,257
airland13,4,2,75,252
airland13,4,2,76,265
airland13,4,2,77,262
airland13,4,2,78,268
airland13,4,2,79,273
airland13,4,2,80,274
airland13,4,2,81,283
airland13,4,2,82,286
airland13,4,2,83,298
airland13,4,2,84,302
airland13,4,2,85,308
airland13,4,2,86,320
airland13,4,2,87,322
airland13,4,2,88,316
airland13,4,2,89,324
airland13,4,2,90,330
airland13,4,2,91,333
airland13,4,2,92,336
airland13,4,2,93,340
airland13,4,2,94,343
airland13,4,2,95,346
airland13,4,2,96,348
airland13,4,2,97,353
airland13,4,2,98,357
airland13,4,2,99,359
airland13,4,2,100,374
airland13,4,2,101,380
airland13,4,2,102,395
airland13,4,2,103,393
airland13,4,2,104,403
airland13,4,2,105,418
airland13,4,2,106,417
airland13,4,2,107,420
airland13,4,2,108,426
airland13,4,2,109,430
airland13,4,2,110,436
airland13,4,2,111,434
airland13,4,2,112,437
airland13,4,2,113,457
airland13,4,2,114,459
airland13,4,2,115,460
airland13,4,2,116,465
airland13,4,2,117,472
airland13,4,2,118,471
airland13,4,2,119,489
airland13,4,2,120,490
airland13,4,2,121,495
airland13,4,2,122,499
airland13,4,3,1,0
airland13,4,3,2,1
airland13,4,3,3,3
airland13,4,3,4,8
airland13,4,3,5,16
airland13,4,3,6,17
airland13,4,3,7,18
airland13,4,3,8,24
airland13,4,3,9,35
airland13,4,3,10,36
airland13,4,3,11,42
airland13,4,3,12,44
airland13,4,3,13,46
airland13,4,3,14,56
airland13,4,3,15,55
airland13,4,3,16,67
airland13,4,3,17,70
airland13,4,3,18,77
airland13,4,3,19,82
airland13,4,3,20,95
airland13,4,3,21,98
airland13,4,3,22,101
airland13,4,3,23,104
airland13,4,3,24,109
airland13,4,3,25,111
airland13,4,3,26,125
airland13,4,3,27,130
airland13,4,3,28,132
airland13,4,3,29,135
airland13,4,3,30,134
airland13,4,3,31,136
airland13,4,3,32,141
airland13,4,3,33,146
airland13,4,3,34,145
airland13,4,3,35,148
airland13,4,3,36,163
airland13,4,3,37,165
airland13,4,3,38,171
airland13,4,3,39,181
airland13,4,3,40,189
airland13,4,3,41,197
airland13,4,3,42,201
airland13,4,3,43,204
airland13,4,3,44,213
airland13,4,3,45,216
airland13,4,3,46,224
airland13,4,3,47,229
airland13,4,3,48,233
airland13,4,3,49,240
airland13,4,3,50,241
airland13,4,3,51,245
airland13,4,3,52,249
airland13,4,3,53,250
airland13,4,3,54,255
airland13,4,3,55,258
airland13,4,3,56,261
airland13,4,3,57,266
airland13,4,3,58,269
airland13,4,3,59,270
airland13,4,3,60,272
airland13,4,3,61,278
airland13,4,3,62,277
airland13,4,3,63,280
airland13,4,3,64,287
airland13,4,3,65,290
airland13,4,3,66,289
airland13,4,3,67,292
airland13,4,3,68,296
airland13,4,3,69,295
airland13,4,3,70,301
airland13,4,3,71,306
airland13,4,3,72,311
airland13,4,3,73,312
airland13,4,3,74,317
airland13,4,3,75,323
airland13,4,3,76,329
airland13,4,3,77,326
airland13,4,3,78,332
airland13,4,3,79,337
airland13,4,3,80,351
airland13,4,3,81,352
airland13,4,3,82,358
airland13,4,3,83,361
airland13,4,3,84,365
airland13,4,3,85,363
airland13,4,3,86,369
airland13,4,3,87,373
airland13,4,3,88,376
airland13,4,3,89,379
airland13,4,3,90,384
airland13,4,3,91,386
airland13,4,3,92,387
airland13,4,3,93,391
airland13,4,3,94,398
airland13,4,3,95,406
airland13,4,3,96,408
airland13,4,3,97,411
airland13,4,3,98,409
airland13,4,3,99,415
airland13,4,3,100,422
airland13,4,3,101,432
airland13,4,3,102,435
airland13,4,3,103,442
airland13,4,3,104,440
airland13,4,3,105,441
airland13,4,3,106,445
airland13,4,3,107,448
airland13,4,3,108,450
airland13,4,3,109,449
airland13,4,3,110,452
airland13,4,3,111,451
airland13,4,3,112,456
airland13,4,3,113,455
airland13,4,3,114,462
airland13,4,3,115,463
airland13,4,3,116,467
airland13,4,3,117,476
airland13,4,3,118,473
airland13,4,3,119,483
airland13,4,3,120,479
airland13,4,3,121,485
airland13,4,3,122,494
airland13,4,3,123,493
airland13,4,3,124,497
airland13,4,4,1,11
airland13,4,4,2,15
airland13,4,4,3,14
airland13,4,4,4,25
airland13,4,4,5,27
airland13,4,4,6,29
airland13,4,4,7,33
airland13,4,4,8,32
airland13,4,4,9,34
airland13,4,4,10,40
airland13,4,4,11,47
airland13,4,4,12,49
airland13,4,4,13,51
airland13,4,4,14,59
airland13,4,4,15,61
airland13,4,4,16,60
airland13,4,4,17,62
airland13,4,4,18,66
airland13,4,4,19,68
airland13,4,4,20,75
airland13,4,4,21,76
airland13,4,4,22,84
airland13,4,4,23,86
airland13,4,4,24,92
airland13,4,4,25,89
airland13,4,4,26,90
airland13,4,4,27,100
airland13,4,4,28,106
airland13,4,4,29,108
airland13,4,4,30,119
airland13,4,4,31,123
airland13,4,4,32,124
airland13,4,4,33,129
airland13,4,4,34,128
airland13,4,4,35,133
airland13,4,4,36,140
airland13,4,4,37,139
airland13,4,4,38,152
airland13,4,4,39,155
airland13,4,4,40,160
airland13,4,4,41,162
airland13,4,4,42,164
airland13,4,4,43,166
airland13,4,4,44,168
airland13,4,4,45,169
airland13,4,4,46,172
airland13,4,4,47,175
airland13,4,4,48,177
airland13,4,4,49,180
airland13,4,4,50,183
airland13,4,4,51,188
airland13,4,4,52,186
airland13,4,4,53,193
airland13,4,4,54,194
airland13,4,4,55,196
airland13,4,4,56,199
airland13,4,4,57,205
airland13,4,4,58,211
airland13,4,4,59,218
airland13,4,4,60,219
airland13,4,4,61,223
airland13,4,4,62,225
airland13,4,4,63,230
airland13,4,4,64,242
airland13,4,4,65,244
airland13,4,4,66,253
airland13,4,4,67,259
airland13,4,4,68,264
airland13,4,4,69,271
airland13,4,4,70,276
airland13,4,4,71,279
airland13,4,4,72,281
airland13,4,4,73,282
airland13,4,4,74,285
airland13,4,4,75,293
airland13,4,4,76,291
airland13,4,4,77,299
airland13,4,4,78,300
airland13,4,4,79,305
airland13,4,4,80,309
airland13,4,4,81,310
airland13,4,4,82,315
airland13,4,4,83,318
airland13,4,4,84,327
airland13,4,4,85,335
airland13,4,4,86,338
airland13,4,4,87,342
airland13,4,4,88,344
airland13,4,4,89,349
airland13,4,4,90,356
airland13,4,4,91,354
airland13,4,4,92,355
airland13,4,4,93,362
airland13,4,4,94,360
airland13,4,4,95,366
airland13,4,4,96,367
airland13,4,4,97,368
airland13,4,4,98,375
airland13,4,4,99,381
airland13,4,4,100,383
airland13,4,4,101,378
airland13,4,4,102,388
airland13,4,4,103,385
airland13,4,4,104,392
airland13,4,4,105,394
airland13,4,4,106,396
airland13,4,4,107,400
airland13,4,4,108,402
airland13,4,4,109,404
airland13,4,4,110,405
airland13,4,4,111,407
airland13,4,4,112,419
airland13,4,4,113,414
airland13,4,4,114,421
airland13,4,4,115,424
airland13,4,4,116,427
airland13,4,4,117,428
airland13,4,4,118,429
airland13,4,4,119,438
airland13,4,4,120,447
airland13,4,4,121,454
airland13,4,4,122,461
airland13,4,4,123,468
airland13,4,4,124,469
airland13,4,4,125,475
airland13,4,4,126,477
airland13,4,4,127,482
airland13,4,4,128,484
airland13,4,4,129,486
airland13,4,4,130,492
airland13,4,4,131,498
airland13,4,4,132,496
airland13,5,1,1,0
airland13,5,1,2,2
airland13,5,1,3,8
airland13,5,1,4,12
airland13,5,1,5,20
airland13,5,1,6,25
airland13,5,1,7,28
airland13,5,1,8,37
airland13,5,1,9,36
airland13,5,1,10,45
airland13,5,1,11,51
airland13,5,1,12,56
airland13,5,1,13,60
airland13,5,1,14,67
airland13,5,1,15,68
airland13,5,1,16,75
airland13,5,1,17,79
airland13,5,1,18,83
airland13,5,1,19,89
airland13,5,1,20,90
airland13,5,1,21,101
airland13,5,1,22,105
airland13,5,1,23,114
airland13,5,1,24,111
airland13,5,1,25,120
airland13,5,1,26,122
airland13,5,1,27,127
airland13,5,1,28,134
airland13,5,1,29,139
airland13,5,1,30,147
airland13,5,1,31,148
airland13,5,1,32,155
airland13,5,1,33,160
airland13,5,1,34,165
airland13,5,1,35,170
airland13,5,1,36,175
airland13,5,1,37,180
airland13,5,1,38,187
airland13,5,1,39,186
airland13,5,1,40,195
airland13,5,1,41,200
airland13,5,1,42,205
airland13,5,1,43,209
airland13,5,1,44,216
airland13,5,1,45,220
airland13,5,1,46,224
airland13,5,1,47,229
airland13,5,1,48,234
airland13,5,1,49,236
airland13,5,1,50,244
airland13,5,1,51,250
airland13,5,1,52,252
airland13,5,1,53,259
airland13,5,1,54,266
airland13,5,1,55,270
airland13,5,1,56,274
airland13,5,1,57,283
airland13,5,1,58,287
airland13,5,1,59,293
airland13,5,1,60,298
airland13,5,1,61,303
airland13,5,1,62,305
airland13,5,1,63,311
airland13,5,1,64,320
airland13,5,1,65,321
airland13,5,1,66,323
airland13,5,1,67,328
airland13,5,1,68,336
airland13,5,1,69,343
airland13,5,1,70,346
airland13,5,1,71,349
airland13,5,1,72,354
airland13,5,1,73,361
airland13,5,1,74,367
airland13,5,1,75,369
airland13,5,1,76,375
airland13,5,1,77,383
airland13,5,1,78,380
airland13,5,1,79,389
airland13,5,1,80,397
airland13,5,1,81,400
airland13,5,1,82,404
airland13,5,1,83,413
airland13,5,1,84,416
airland13,5,1,85,423
airland13,5,1,86,424
airland13,5,1,87,429
airland13,5,1,88,436
airland13,5,1,89,440
airland13,5,1,90,444
airland13,5,1,91,449
airland13,5,1,92,454
airland13,5,1,93,462
airland13,5,1,94,467
airland13,5,1,95,469
airland13,5,1,96,471
airland13,5,1,97,482
airland13,5,1,98,487
airland13,5,1,99,492
airland13,5,1,100,498
airland13,5,2,1,1
airland13,5,2,2,6
airland13,5,2,3,13
airland13,5,2,4,14
airland13,5,2,5,24
airland13,5,2,6,27
airland13,5,2,7,31
airland13,5,2,8,35
airland13,5,2,9,42
airland13,5,2,10,43
airland13,5,2,11,52
airland13,5,2,12,59
airland13,5,2,13,55
airland13,5,2,14,64
airland13,5,2,15,70
airland13,5,2,16,76
airland13,5,2,17,78
airland13,5,2,18,86
airland13,5,2,19,93
airland13,5,2,20,96
airland13,5,2,21,103
airland13,5,2,22,107
airland13,5,2,23,110
airland13,5,2,24,116
airland13,5,2,25,123
airland13,5,2,26,121
airland13,5,2,27,130
airland13,5,2,28,137
airland13,5,2,29,141
airland13,5,2,30,149
airland13,5,2,31,150
airland13,5,2,32,158
airland13,5,2,33,163
airland13,5,2,34,167
airland13,5,2,35,171
airland13,5,2,36,177
airland13,5,2,37,181
airland13,5,2,38,185
airland13,5,2,39,189
airland13,5,2,40,196
airland13,5,2,41,201
airland13,5,2,42,207
airland13,5,2,43,211
airland13,5,2,44,215
airland13,5,2,45,221
airland13,5,2,46,226
airland13,5,2,47,230
airland13,5,2,48,237
airland13,5,2,49,238
airland13,5,2,50,243
airland13,5,2,51,254
airland13,5,2,52,255
airland13,5,2,53,264
airland13,5,2,54,262
airland13,5,2,55,271
airland13,5,2,56,276
airland13,5,2,57,281
airland13,5,2,58,290
airland13,5,2,59,288
airland13,5,2,60,295
airland13,5,2,61,300
airland13,5,2,62,306
airland13,5,2,63,312
airland13,5,2,64,315
airland13,5,2,65,316
airland13,5,2,66,327
airland13,5,2,67,331
airland13,5,2,68,332
airland13,5,2,69,338
airland13,5,2,70,345
airland13,5,2,71,351
airland13,5,2,72,355
airland13,5,2,73,359
airland13,5,2,74,363
airland13,5,2,75,370
airland13,5,2,76,376
airland13,5,2,77,382
airland13,5,2,78,386
airland13,5,2,79,391
airland13,5,2,80,393
airland13,5,2,81,401
airland13,5,2,82,410
airland13,5,2,83,409
airland13,5,2,84,419
airland13,5,2,85,422
airland13,5,2,86,427
airland13,5,2,87,432
airland13,5,2,88,433
airland13,5,2,89,441
airland13,5,2,90,447
airland13,5,2,91,452
airland13,5,2,92,458
airland13,5,2,93,463
airland13,5,2,94,464
airland13,5,2,95,472
airland13,5,2,96,473
airland13,5,2,97,480
airland13,5,2,98,484
airland13,5,2,99,494
airland13,5,2,100,495
airland13,5,3,1,4
airland13,5,3,2,9
airland13,5,3,3,11
airland13,5,3,4,17
airland13,5,3,5,21
airland13,5,3,6,26
airland13,5,3,7,33
airland13,5,3,8,38
airland13,5,3,9,41
airland13,5,3,10,46
airland13,5,3,11,50
airland13,5,3,12,58
airland13,5,3,13,63
airland13,5,3,14,65
airland13,5,3,15,72
airland13,5,3,16,77
airland13,5,3,17,80
airland13,5,3,18,87
airland13,5,3,19,95
airland13,5,3,20,97
airland13,5,3,21,100
airland13,5,3,22,106
airland13,5,3,23,108
airland13,5,3,24,112
airland13,5,3,25,125
airland13,5,3,26,131
airland13,5,3,27,133
airland13,5,3,28,136
airland13,5,3,29,142
airland13,5,3,30,146
airland13,5,3,31,152
airland13,5,3,32,156
airland13,5,3,33,161
airland13,5,3,34,166
airland13,5,3,35,173
airland13,5,3,36,176
airland13,5,3,37,183
airland13,5,3,38,188
airland13,5,3,39,191
airland13,5,3,40,198
airland13,5,3,41,202
airland13,5,3,42,210
airland13,5,3,43,208
airland13,5,3,44,217
airland13,5,3,45,222
airland13,5,3,46,225
airland13,5,3,47,232
airland13,5,3,48,240
airland13,5,3,49,241
airland13,5,3,50,247
airland13,5,3,51,257
airland13,5,3,52,256
airland13,5,3,53,265
airland13,5,3,54,269
airland13,5,3,55,272
airland13,5,3,56,275
airland13,5,3,57,284
airland13,5,3,58,289
airland13,5,3,59,286
airland13,5,3,60,294
airland13,5,3,61,301
airland13,5,3,62,309
airland13,5,3,63,310
airland13,5,3,64,314
airland13,5,3,65,317
airland13,5,3,66,329
airland13,5,3,67,335
airland13,5,3,68,340
airland13,5,3,69,341
airland13,5,3,70,347
airland13,5,3,71,352
airland13,5,3,72,357
airland13,5,3,73,360
airland13,5,3,74,364
airland13,5,3,75,371
airland13,5,3,76,381
airland13,5,3,77,378
airland13,5,3,78,385
airland13,5,3,79,392
airland13,5,3,80,398
airland13,5,3,81,402
airland13,5,3,82,403
airland13,5,3,83,407
airland13,5,3,84,415
airland13,5,3,85,420
airland13,5,3,86,426
airland13,5,3,87,430
airland13,5,3,88,442
airland13,5,3,89,437
airland13,5,3,90,446
airland13,5,3,91,451
airland13,5,3,92,457
airland13,5,3,93,461
airland13,5,3,94,465
airland13,5,3,95,476
airland13,5,3,96,477
airland13,5,3,97,479
airland13,5,3,98,486
airland13,5,3,99,490
airland13,5,3,100,497
airland13,5,4,1,5
airland13,5,4,2,7
airland13,5,4,3,16
airland13,5,4,4,18
airland13,5,4,5,23
airland13,5,4,6,30
airland13,5,4,7,32
airland13,5,4,8,40
airland13,5,4,9,47
airland13,5,4,10,48
airland13,5,4,11,53
airland13,5,4,12,57
airland13,5,4,13,62
airland13,5,4,14,71
airland13,5,4,15,74
airland13,5,4,16,81
airland13,5,4,17,85
airland13,5,4,18,88
airland13,5,4,19,94
airland13,5,4,20,98
airland13,5,4,21,102
airland13,5,4,22,109
airland13,5,4,23,115
airland13,5,4,24,119
airland13,5,4,25,124
airland13,5,4,26,129
airland13,5,4,27,132
airland13,5,4,28,138
airland13,5,4,29,144
airland13,5,4,30,151
airland13,5,4,31,153
airland13,5,4,32,159
airland13,5,4,33,162
airland13,5,4,34,168
airland13,5,4,35,172
airland13,5,4,36,178
airland13,5,4,37,182
airland13,5,4,38,190
airland13,5,4,39,193
airland13,5,4,40,197
airland13,5,4,41,203
airland13,5,4,42,206
airland13,5,4,43,213
airland13,5,4,44,218
airland13,5,4,45,223
airland13,5,4,46,228
airland13,5,4,47,233
airland13,5,4,48,242
airland13,5,4,49,245
airland13,5,4,50,248
airland13,5,4,51,253
airland13,5,4,52,260
airland13,5,4,53,263
airland13,5,4,54,268
airland13,5,4,55,273
airland13,5,4,56,279
airland13,5,4,57,282
airland13,5,4,58,285
airland13,5,4,59,291
airland13,5,4,60,297
airland13,5,4,61,302
airland13,5,4,62,308
airland13,5,4,63,313
airland13,5,4,64,322
airland13,5,4,65,325
airland13,5,4,66,330
airland13,5,4,67,333
airland13,5,4,68,337
airland13,5,4,69,342
airland13,5,4,70,350
airland13,5,4,71,356
airland13,5,4,72,358
airland13,5,4,73,366
airland13,5,4,74,368
airland13,5,4,75,373
airland13,5,4,76,377
airland13,5,4,77,388
airland13,5,4,78,390
airland13,5,4,79,394
airland13,5,4,80,396
airland13,5,4,81,406
airland13,5,4,82,411
airland13,5,4,83,412
airland13,5,4,84,414
airland13,5,4,85,421
airland13,5,4,86,428
airland13,5,4,87,435
airland13,5,4,88,434
airland13,5,4,89,445
airland13,5,4,90,448
airland13,5,4,91,453
airland13,5,4,92,455
airland13,5,4,93,460
airland13,5,4,94,468
airland13,5,4,95,475
airland13,5,4,96,483
airland13,5,4,97,481
airland13,5,4,98,489
airland13,5,4,99,493
airland13,5,4,100,496
airland13,5,5,1,3
airland13,5,5,2,10
airland13,5,5,3,15
airland13,5,5,4,19
airland13,5,5,5,22
airland13,5,5,6,29
airland13,5,5,7,34
airland13,5,5,8,39
airland13,5,5,9,44
airland13,5,5,10,49
airland13,5,5,11,54
airland13,5,5,12,61
airland13,5,5,13,66
airland13,5,5,14,69
airland13,5,5,15,73
airland13,5,5,16,82
airland13,5,5,17,84
airland13,5,5,18,92
airland13,5,5,19,91
airland13,5,5,20,99
airland13,5,5,21,104
airland13,5,5,22,113
airland13,5,5,23,117
airland13,5,5,24,118
airland13,5,5,25,126
airland13,5,5,26,128
airland13,5,5,27,135
airland13,5,5,28,140
airland13,5,5,29,143
airland13,5,5,30,145
airland13,5,5,31,154
airland13,5,5,32,157
airland13,5,5,33,164
airland13,5,5,34,169
airland13,5,5,35,174
airland13,5,5,36,179
airland13,5,5,37,184
airland13,5,5,38,192
airland13,5,5,39,194
airland13,5,5,40,199
airland13,5,5,41,204
airland13,5,5,42,214
airland13,5,5,43,212
airland13,5,5,44,219
airland13,5,5,45,227
airland13,5,5,46,231
airland13,5,5,47,235
airland13,5,5,48,239
airland13,5,5,49,246
airland13,5,5,50,249
airland13,5,5,51,251
airland13,5,5,52,258
airland13,5,5,53,261
airland13,5,5,54,267
airland13,5,5,55,278
airland13,5,5,56,277
airland13,5,5,57,280
airland13,5,5,58,292
airland13,5,5,59,296
airland13,5,5,60,299
airland13,5,5,61,304
airland13,5,5,62,307
airland13,5,5,63,319
airland13,5,5,64,318
airland13,5,5,65,324
airland13,5,5,66,326
airland13,5,5,67,334
airland13,5,5,68,339
airland13,5,5,69,344
airland13,5,5,70,348
airland13,5,5,71,353
airland13,5,5,72,362
airland13,5,5,73,365
airland13,5,5,74,372
airland13,5,5,75,374
airland13,5,5,76,379
airland13,5,5,77,384
airland13,5,5,78,387
airland13,5,5,79,395
airland13,5,5,80,399
airland13,5,5,81,408
airland13,5,5,82,405
airland13,5,5,83,418
airland13,5,5,84,417
airland13,5,5,85,425
airland13,5,5,86,431
airland13,5,5,87,438
airland13,5,5,88,439
airland13,5,5,89,443
airland13,5,5,90,450
airland13,5,5,91,456
airland13,5,5,92,459
airland13,5,5,93,466
airland13,5,5,94,470
airland13,5,5,95,474
airland13,5,5,96,478
airland13,5,5,97,485
airland13,5,5,98,488
airland13,5,5,99,491
airland13,5,5,100,499
airland2,2,1,1,2
airland2,2,1,2,4
airland2,2,1,3,7
airland2,2,1,4,8
airland2,2,1,5,0
airland2,2,1,6,12
airland2,2,1,7,11
airland2,2,1,8,14
airland2,2,2,1,3
airland2,2,2,2,5
airland2,2,2,3,6
airland2,2,2,4,9
airland2,2,2,5,13
airland2,2,2,6,1
airland2,2,2,7,10
airland2,3,1,1,2
airland2,3,1,2,5
airland2,3,1,3,8
airland2,3,1,4,13
airland2,3,1,5,11
airland2,3,2,1,3
airland2,3,2,2,6
airland2,3,2,3,0
airland2,3,2,4,12
airland2,3,2,5,10
airland2,3,3,1,4
airland2,3,3,2,7
airland2,3,3,3,9
airland2,3,3,4,1
airland2,3,3,5,14
airland3,2,1,1,0
airland3,2,1,2,7
airland3,2,1,3,3
airland3,2,1,4,11
airland3,2,1,5,8
airland3,2,1,6,10
airland3,2,1,7,18
airland3,2,1,8,19
airland3,2,1,9,12
airland3,2,1,10,15
airland3,2,2,1,5
airland3,2,2,2,9
airland3,2,2,3,2
airland3,2,2,4,1
airland3,2,2,5,6
airland3,2,2,6,14
airland3,2,2,7,4
airland3,2,2,8,17
airland3,2,2,9,13
airland3,2,2,10,16
airland3,3,1,1,0
airland3,3,1,2,3
airland3,3,1,3,9
airland3,3,1,4,2
airland3,3,1,5,1
airland3,3,1,6,14
airland3,3,1,7,12
airland3,3,2,1,5
airland3,3,2,2,11
airland3,3,2,3,10
airland3,3,2,4,19
airland3,3,2,5,4
airland3,3,2,6,13
airland3,3,2,7,15
airland3,3,3,1,7
airland3,3,3,2,8
airland3,3,3,3,18
airland3,3,3,4,6
airland3,3,3,5,17
airland3,3,3,6,16
airland4,2,1,1,0
airland4,2,1,2,4
airland4,2,1,3,7
airland4,2,1,4,6
airland4,2,1,5,11
airland4,2,1,6,18
airland4,2,1,7,16
airland4,2,1,8,2
airland4,2,1,9,9
airland4,2,1,10,10
airland4,2,2,1,1
airland4,2,2,2,8
airland4,2,2,3,5
airland4,2,2,4,12
airland4,2,2,5,15
airland4,2,2,6,17
airland4,2,2,7,14
airland4,2,2,8,3
airland4,2,2,9,13
airland4,2,2,10,19
airland4,3,1,1,0
airland4,3,1,2,8
airland4,3,1,3,6
airland4,3,1,4,15
airland4,3,1,5,16
airland4,3,1,6,3
airland4,3,1,7,10
airland4,3,2,1,1
airland4,3,2,2,7
airland4,3,2,3,12
airland4,3,2,4,18
airland4,3,2,5,14
airland4,3,2,6,9
airland4,3,2,7,19
airland4,3,3,1,4
airland4,3,3,2,5
airland4,3,3,3,11
airland4,3,3,4,17
airland4,3,3,5,2
airland4,3,3,6,13
airland4,4,1,1,0
airland4,4,1,2,7
airland4,4,1,3,11
airland4,4,1,4,16
airland4,4,1,5,9
airland4,4,2,1,1
airland4,4,2,2,5
airland4,4,2,3,15
airland4,4,2,4,14
airland4,4,2,5,13
airland4,4,3,1,4
airland4,4,3,2,6
airland4,4,3,3,18
airland4,4,3,4,2
airland4,4,3,5,10
airland4,4,4,1,8
airland4,4,4,2,12
airland4,4,4,3,17
airland4,4,4,4,3
airland4,4,4,5,19
airland5,2,1,1,2
airland5,2,1,2,4
airland5,2,1,3,6
airland5,2,1,4,8
airland5,2,1,5,0
airland5,2,1,6,18
airland5,2,1,7,12
airland5,2,1,8,19
airland5,2,1,9,1
airland5,2,1,10,10
airland5,2,1,11,15
airland5,2,2,1,3
airland5,2,2,2,7
airland5,2,2,3,5
airland5,2,2,4,9
airland5,2,2,5,13
airland5,2,2,6,16
airland5,2,2,7,17
airland5,2,2,8,11
airland5,2,2,9,14
airland5,3,1,1,5
airland5,3,1,2,0
airland5,3,1,3,17
airland5,3,1,4,1
airland5,3,1,5,10
airland5,3,1,6,15
airland5,3,2,1,2
airland5,3,2,2,4
airland5,3,2,3,6
airland5,3,2,4,9
airland5,3,2,5,18
airland5,3,2,6,12
airland5,3,2,7,19
airland5,3,3,1,3
airland5,3,3,2,7
airland5,3,3,3,8
airland5,3,3,4,13
airland5,3,3,5,16
airland5,3,3,6,11
airland5,3,3,7,14
airland5,4,1,1,2
airland5,4,1,2,5
airland5,4,1,3,13
airland5,4,1,4,12
airland5,4,1,5,11
airland5,4,2,1,3
airland5,4,2,2,6
airland5,4,2,3,18
airland5,4,2,4,17
airland5,4,2,5,14
airland5,4,3,1,4
airland5,4,3,2,8
airland5,4,3,3,0
airland5,4,3,4,19
airland5,4,3,5,10
airland5,4,4,1,7
airland5,4,4,2,9
airland5,4,4,3,16
airland5,4,4,4,1
airland5,4,4,5,15
airland6,2,1,1,1
airland6,2,1,2,2
airland6,2,1,3,4
airland6,2,1,4,6
airland6,2,1,5,8
airland6,2,1,6,9
airland6,2,1,7,12
airland6,2,1,8,15
airland6,2,1,9,13
airland6,2,1,10,19
airland6,2,1,11,22
airland6,2,1,12,24
airland6,2,1,13,26
airland6,2,1,14,28
airland6,2,2,1,0
airland6,2,2,2,3
airland6,2,2,3,5
airland6,2,2,4,7
airland6,2,2,5,10
airland6,2,2,6,11
airland6,2,2,7,14
airland6,2,2,8,16
airland6,2,2,9,17
airland6,2,2,10,18
airland6,2,2,11,20
airland6,2,2,12,21
airland6,2,2,13,23
airland6,2,2,14,25
airland6,2,2,15,27
airland6,2,2,16,29
airland6,3,1,1,0
airland6,3,1,2,3
airland6,3,1,3,6
airland6,3,1,4,9
airland6,3,1,5,12
airland6,3,1,6,15
airland6,3,1,7,18
airland6,3,1,8,21
airland6,3,1,9,24
airland6,3,1,10,27
airland6,3,2,1,1
airland6,3,2,2,4
airland6,3,2,3,7
airland6,3,2,4,10
airland6,3,2,5,13
airland6,3,2,6,16
airland6,3,2,7,19
airland6,3,2,8,22
